ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
258	"ENSG00000233427"	NA	chr1	-	28872239	28872488	28870482	28871002	28877020	28877336	258	93,91,84	20,21,20	44,29,59	22,20,22	348	99	0.00105450555824	0.0063270333494400005	0.569,0.552,0.544	0.363,0.292,0.433	0.192
259	"ENSG00000290999"	NA	chr1	-	120528386	120530384	120523893	120524126	120531877	120532089	259	160,215,123	0,4,4	75,70,111	2,2,6	2097	99	0.0877287369073	0.2752991423263063	1.0,0.717,0.592	0.639,0.623,0.466	0.194
260	"ENSG00000143452"	NA	chr1	-	150703309	150703393	150700111	150700183	150704117	150704194	260	118,85,109	93,63,52	95,88,96	80,81,88	183	99	0.0755548346188	0.2511687745435784	0.407,0.422,0.531	0.391,0.37,0.371	0.076
262	"ENSG00000142687"	NA	chr1	-	35438541	35444303	35435304	35435597	35447045	35447233	262	3209,2810,3049	21,22,12	3430,3224,3085	23,26,16	5861	99	0.647484395315	1.0	0.721,0.683,0.811	0.716,0.677,0.765	0.019
263	"ENSG00000241860"	NA	chr1	-	172556	172688	169048	169264	173752	173862	263	57,51,64	140,122,153	35,39,24	173,145,153	231	99	1.97751610573e-05	0.0001430791064734059	0.149,0.152,0.152	0.08,0.103,0.063	0.069
264	"ENSG00000291135"	NA	chr1	+	121090071	121091051	121087820	121088908	121092995	121093801	264	20292,20152,20793	3,3,0	38832,39033,39735	2,5,2	1079	99	1	1.0	0.998,0.998,1.0	0.999,0.999,0.999	-0.0
265	"ENSG00000142945"	NA	chr1	+	44747383	44747485	44746405	44746759	44747651	44747700	265	284,286,252	7,6,3	326,281,292	0,10,3	201	99	0.418883542645	0.9453701971621101	0.952,0.959,0.976	1.0,0.933,0.98	-0.009
266	"ENSG00000234116"	NA	chr1	-	243006411	243006678	243005844	243006274	243007373	243007468	266	12,12,29	21,16,14	16,9,13	19,20,18	366	99	0.218656918292	0.5783828161272259	0.134,0.169,0.359	0.186,0.109,0.163	0.068
268	"ENSG00000116729"	NA	chr1	-	68144568	68144652	68142603	68142862	68145868	68146012	268	49,53,36	570,466,538	92,87,94	260,279,275	183	99	0	0.0	0.044,0.058,0.035	0.161,0.144,0.156	-0.108
269	"ENSG00000263956"	NA	chr1	-	148106180	148106232	148105359	148105528	148106941	148107114	269	66,49,55	0,0,0	119,101,109	0,3,0	151	99	1	1.0	1.0,1.0,1.0	1.0,0.957,1.0	0.014
270	"ENSG00000263956"	NA	chr1	-	148126828	148127038	148124898	148125001	148127140	148127288	270	25,32,28	0,0,0	68,56,54	1,0,0	309	99	1	1.0	1.0,1.0,1.0	0.956,1.0,1.0	0.015
271	"ENSG00000143624"	NA	chr1	+	153752076	153752408	153750853	153751239	153753700	153753818	271	271,225,226	1,4,3	507,407,501	3,0,2	431	99	0.0521885767342	0.18082239262835492	0.984,0.928,0.945	0.975,1.0,0.983	-0.034
