"ASE","compare","Freq","mean_delta_psi_mean","uncertainty","isoform_compare","alternative_transcripts","total_transcripts","classification"
"ENSG00000137074.20;AF:chr9:32989895-33001567:33001641:32989895-33024804:33025130:-","M8/D6",2,0.176222950572619,3.98011407320165,"ENSG00000137074.20;AF:chr9:32989895-33001567:33001641:32989895-33024804:33025130:- M8/D6","ENST00000476858.6","ENST00000673487.1,ENST00000476858.6","Low Confidence"
"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:-","D5/D6",3,-0.0450943560476191,-56.0827548385787,"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:- D5/D6","ENST00000672846.1,ENST00000672615.1,ENST00000673171.1,ENST00000465003.6,ENST00000673487.1,ENST00000672535.1,ENST00000464632.6","ENST00000673487.1,ENST00000465003.6,ENST00000672615.1,ENST00000672846.1,ENST00000673171.1,ENST00000464632.6,ENST00000309615.8,ENST00000672535.1,ENST00000436040.7,ENST00000672244.1,ENST00000476858.6","Medium Confidence"
"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:-","F7/D6",3,-0.188672068904762,-21.7531638445627,"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:- F7/D6","ENST00000672846.1,ENST00000672615.1,ENST00000673171.1,ENST00000465003.6,ENST00000673487.1,ENST00000672535.1,ENST00000464632.6","ENST00000673487.1,ENST00000465003.6,ENST00000672615.1,ENST00000672846.1,ENST00000673171.1,ENST00000464632.6,ENST00000309615.8,ENST00000672535.1,ENST00000436040.7,ENST00000672244.1,ENST00000476858.6","Medium Confidence"
"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:-","M8/D6",3,-0.18905625722381,-20.5081542189634,"ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:- M8/D6","ENST00000672846.1,ENST00000672615.1,ENST00000673171.1,ENST00000465003.6,ENST00000673487.1,ENST00000672535.1,ENST00000464632.6","ENST00000673487.1,ENST00000465003.6,ENST00000672615.1,ENST00000672846.1,ENST00000673171.1,ENST00000464632.6,ENST00000309615.8,ENST00000672535.1,ENST00000436040.7,ENST00000672244.1,ENST00000476858.6","Medium Confidence"
"ENSG00000137074.20;SE:chr9:32987846-32988083:32988124-32989759:-","D5/D6",2,-0.0756632310785714,-16.657289260087,"ENSG00000137074.20;SE:chr9:32987846-32988083:32988124-32989759:- D5/D6","ENST00000672519.1,ENST00000673416.1,ENST00000467331.6,ENST00000482687.6,ENST00000460940.6","ENST00000672519.1,ENST00000482687.6,ENST00000460940.6,ENST00000467331.6,ENST00000480031.6,ENST00000472896.6,ENST00000673416.1","Low Confidence"
"ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:-","D5/D6",3,0.00506382261904763,164.308290905166,"ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:- D5/D6","ENST00000673416.1,ENST00000465003.6,ENST00000479656.6,ENST00000379819.6,ENST00000460945.6","ENST00000479656.6,ENST00000379819.6,ENST00000397172.8,ENST00000460945.6,ENST00000465003.6,ENST00000478279.6,ENST00000672846.1,ENST00000672286.1,ENST00000379825.7,ENST00000474658.7,ENST00000379813.7,ENST00000464632.6,ENST00000480031.6,ENST00000494973.1,ENST00000673416.1,ENST00000379817.7,ENST00000672535.1,ENST00000672244.1,ENST00000476858.6,ENST00000672553.1","Medium Confidence"
"ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:-","F7/D6",2,-0.0178255194142857,-102.156387093506,"ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:- F7/D6","ENST00000673416.1,ENST00000465003.6,ENST00000479656.6,ENST00000379819.6,ENST00000460945.6","ENST00000479656.6,ENST00000379819.6,ENST00000397172.8,ENST00000460945.6,ENST00000465003.6,ENST00000478279.6,ENST00000672846.1,ENST00000672286.1,ENST00000379825.7,ENST00000474658.7,ENST00000379813.7,ENST00000464632.6,ENST00000480031.6,ENST00000494973.1,ENST00000673416.1,ENST00000379817.7,ENST00000672535.1,ENST00000672244.1,ENST00000476858.6,ENST00000672553.1","Low Confidence"
"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+","D5/D6",2,-0.0059662797,-63.6574439703667,"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ D5/D6","ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5","Low Confidence"
"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+","F7/D6",3,0.0520011569,15.0492436355307,"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ F7/D6","ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5","Medium Confidence"
"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+","M8/D6",3,-0.00173234235238095,-166.508953805536,"ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ M8/D6","ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5","Medium Confidence"
"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+","D5/D6",3,-0.0153999038428572,-33.9184094339906,"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ D5/D6","ENST00000531979.5","ENST00000527436.5,ENST00000531979.5","Medium Confidence"
"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+","F7/D6",3,-0.0527328933952381,-30.4656281078051,"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ F7/D6","ENST00000531979.5","ENST00000527436.5,ENST00000531979.5","Medium Confidence"
"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+","M8/D6",3,-0.0122773538857143,-71.9981859356567,"ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ M8/D6","ENST00000531979.5","ENST00000527436.5,ENST00000531979.5","Medium Confidence"
"ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+","D5/D6",2,0.0656486987071428,1.73137059327892,"ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+ D5/D6","ENST00000454762.1","ENST00000372452.5,ENST00000483640.5,ENST00000454762.1,ENST00000259751.5","Low Confidence"
"ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+","M8/D6",2,0.0380524711714286,11.4623530764934,"ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+ M8/D6","ENST00000454762.1","ENST00000372452.5,ENST00000483640.5,ENST00000454762.1,ENST00000259751.5","Low Confidence"
"ENSG00000137274.13;SE:chr6:3118847-3119285:3119512-3123657:+","D5/D6",2,0.03286639845,16.9221306284364,"ENSG00000137274.13;SE:chr6:3118847-3119285:3119512-3123657:+ D5/D6","ENST00000424847.6,ENST00000430655.6,ENST00000380368.6","ENST00000424847.6,ENST00000479273.1,ENST00000490918.5,ENST00000380368.6,ENST00000430655.6,ENST00000380379.10,ENST00000433912.5","Low Confidence"
"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+","D5/D6",3,-0.0138679489571428,-51.2252977986275,"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ D5/D6","ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8","Medium Confidence"
"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+","F7/D6",2,0.0378491846428572,7.51313180298086,"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ F7/D6","ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8","Low Confidence"
"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+","M8/D6",3,0.0433627879,13.4230672700175,"ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ M8/D6","ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8","Medium Confidence"
"ENSG00000137310.13;RI:chr6:31158897:31159035-31159143:31159707:+","M8/D6",2,0.0443908106333333,37.0745041564417,"ENSG00000137310.13;RI:chr6:31158897:31159035-31159143:31159707:+ M8/D6","ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000542218.2,ENST00000706785.1,ENST00000706778.1,ENST00000706786.1,ENST00000376257.8","Low Confidence"
"ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+","F7/D6",2,-0.00505182974285715,-201.428555099875,"ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+ F7/D6","ENST00000542218.2,ENST00000706778.1","ENST00000542218.2,ENST00000376255.4,ENST00000706778.1","Low Confidence"
"ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+","M8/D6",2,-0.0149628830071429,-12.3614613037754,"ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+ M8/D6","ENST00000542218.2,ENST00000706778.1","ENST00000542218.2,ENST00000376255.4,ENST00000706778.1","Low Confidence"
"ENSG00000137404.15;A5:chr6:30689452-30690025:30689452-30690047:-","M8/D6",3,0.0407982393761905,4.6789332014763,"ENSG00000137404.15;A5:chr6:30689452-30690025:30689452-30690047:- M8/D6","ENST00000470733.1","ENST00000470733.1,ENST00000259953.8,ENST00000376421.7,ENST00000444096.5","Medium Confidence"
"ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:-","F7/D6",3,-0.0858318017190476,-41.1371251888243,"ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:- F7/D6","ENST00000695043.1,ENST00000695044.1,ENST00000695045.1,ENST00000695046.1,ENST00000695047.1,ENST00000695052.1,ENST00000695054.1,ENST00000695051.1,ENST00000695048.1,ENST00000695049.1,ENST00000695056.1,ENST00000373627.10,ENST00000695058.1,ENST00000695060.1,ENST00000695059.1,ENST00000695064.1,ENST00000695063.1,ENST00000695065.1,ENST00000695069.1,ENST00000695068.1,ENST00000695066.1,ENST00000695071.1,ENST00000695072.1,ENST00000695073.1,ENST00000695076.1","ENST00000695069.1,ENST00000695043.1,ENST00000695060.1,ENST00000695068.1,ENST00000695073.1,ENST00000695044.1,ENST00000695051.1,ENST00000695046.1,ENST00000695067.1,ENST00000418541.6,ENST00000695076.1,ENST00000695056.1,ENST00000695063.1,ENST00000695045.1,ENST00000695059.1,ENST00000695072.1,ENST00000695052.1,ENST00000695075.1,ENST00000695047.1,ENST00000695064.1,ENST00000695071.1,ENST00000695062.1,ENST00000695054.1,ENST00000695074.1,ENST00000373627.10,ENST00000373616.9,ENST00000695066.1,ENST00000695058.1,ENST00000460219.3,ENST00000695070.1,ENST00000695048.1,ENST00000695065.1,ENST00000695049.1,ENST00000695053.1","Medium Confidence"
"ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:-","M8/D6",3,-0.0768927530952381,-20.9757087282512,"ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:- M8/D6","ENST00000695043.1,ENST00000695044.1,ENST00000695045.1,ENST00000695046.1,ENST00000695047.1,ENST00000695052.1,ENST00000695054.1,ENST00000695051.1,ENST00000695048.1,ENST00000695049.1,ENST00000695056.1,ENST00000373627.10,ENST00000695058.1,ENST00000695060.1,ENST00000695059.1,ENST00000695064.1,ENST00000695063.1,ENST00000695065.1,ENST00000695069.1,ENST00000695068.1,ENST00000695066.1,ENST00000695071.1,ENST00000695072.1,ENST00000695073.1,ENST00000695076.1","ENST00000695069.1,ENST00000695043.1,ENST00000695060.1,ENST00000695068.1,ENST00000695073.1,ENST00000695044.1,ENST00000695051.1,ENST00000695046.1,ENST00000695067.1,ENST00000418541.6,ENST00000695076.1,ENST00000695056.1,ENST00000695063.1,ENST00000695045.1,ENST00000695059.1,ENST00000695072.1,ENST00000695052.1,ENST00000695075.1,ENST00000695047.1,ENST00000695064.1,ENST00000695071.1,ENST00000695062.1,ENST00000695054.1,ENST00000695074.1,ENST00000373627.10,ENST00000373616.9,ENST00000695066.1,ENST00000695058.1,ENST00000460219.3,ENST00000695070.1,ENST00000695048.1,ENST00000695065.1,ENST00000695049.1,ENST00000695053.1","Medium Confidence"
"ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:-","D5/D6",3,0.00759016787142857,149.919706284487,"ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:- D5/D6","ENST00000393695.8","ENST00000545721.1,ENST00000541584.5,ENST00000620566.4,ENST00000393695.8,ENST00000358965.10","Medium Confidence"
"ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:-","M8/D6",3,0.0444018484666667,6.38619901978893,"ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:- M8/D6","ENST00000393695.8","ENST00000545721.1,ENST00000541584.5,ENST00000620566.4,ENST00000393695.8,ENST00000358965.10","Medium Confidence"
"ENSG00000137500.10;A5:chr11:83280260-83285127:83280260-83285553:-","F7/D6",3,-0.0301387542809524,-13.1631958325933,"ENSG00000137500.10;A5:chr11:83280260-83285127:83280260-83285553:- F7/D6","ENST00000529611.5","ENST00000529611.5,ENST00000525503.5,ENST00000528149.5","Medium Confidence"
"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-","D5/D6",2,-0.0490327415785715,-10.2933783522082,"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- D5/D6","ENST00000529611.5","ENST00000529611.5,ENST00000455220.6","Low Confidence"
"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-","F7/D6",2,0.01255458855,84.8889800079168,"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- F7/D6","ENST00000529611.5","ENST00000529611.5,ENST00000455220.6","Low Confidence"
"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-","M8/D6",2,0.0282701967928571,14.3595709938501,"ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- M8/D6","ENST00000529611.5","ENST00000529611.5,ENST00000455220.6","Low Confidence"
"ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:-","D5/D6",2,-0.0218925040428571,-0.178393089293469,"ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:- D5/D6","ENST00000533486.5","ENST00000527633.6,ENST00000533486.5,ENST00000534141.5,ENST00000524635.1","Low Confidence"
"ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:-","F7/D6",2,-0.0189786667,-6.75377595714561,"ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:- F7/D6","ENST00000533486.5","ENST00000527633.6,ENST00000533486.5,ENST00000534141.5,ENST00000524635.1","Low Confidence"
"ENSG00000137522.18;SE:chr11:71929124-71957227:71957264-71960750:+","M8/D6",3,-0.0506330663761905,-17.9619449374659,"ENSG00000137522.18;SE:chr11:71929124-71957227:71957264-71960750:+ M8/D6","ENST00000530058.5,ENST00000393711.7,ENST00000490867.5,ENST00000361756.8,ENST00000528683.5,ENST00000525243.5","ENST00000528683.5,ENST00000393713.7,ENST00000525243.5,ENST00000526549.5,ENST00000393711.7,ENST00000533380.5,ENST00000530137.1,ENST00000361756.8,ENST00000490867.5,ENST00000530655.5,ENST00000530058.5","Medium Confidence"
"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-","D5/D6",2,0.0361377432785714,67.7095995214212,"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- D5/D6","ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1","Low Confidence"
"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-","F7/D6",2,0.00992467689285714,33.9600488541273,"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- F7/D6","ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1","Low Confidence"
"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-","M8/D6",2,-0.0270160865571429,-15.4087881457299,"ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- M8/D6","ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1","Low Confidence"
"ENSG00000137720.8;SE:chr11:111882598-111883136:111883202-111883771:+","M8/D6",2,-0.0177463627357143,-8.13553603752701,"ENSG00000137720.8;SE:chr11:111882598-111883136:111883202-111883771:+ M8/D6","ENST00000528125.5,ENST00000260276.8,ENST00000530799.5,ENST00000529270.1","ENST00000260276.8,ENST00000530799.5,ENST00000530214.5,ENST00000528125.5,ENST00000529270.1","Low Confidence"
"ENSG00000137752.25;SE:chr11:105031280-105033064:105033126-105034208:-","M8/D6",3,-0.0479678718857143,-3.63166878060723,"ENSG00000137752.25;SE:chr11:105031280-105033064:105033126-105034208:- M8/D6","ENST00000695717.1,ENST00000695721.1,ENST00000695722.1,ENST00000533400.6,ENST00000436863.7,ENST00000695718.1,ENST00000695720.1,ENST00000695715.1,ENST00000695716.1,ENST00000528974.1,ENST00000526511.6","ENST00000695718.1,ENST00000525825.6,ENST00000527979.5,ENST00000528424.1,ENST00000695720.1,ENST00000695715.1,ENST00000695716.1,ENST00000528974.1,ENST00000526511.6,ENST00000695717.1,ENST00000695721.1,ENST00000436863.7,ENST00000695719.1,ENST00000695722.1,ENST00000533400.6","Medium Confidence"
"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+","D5/D6",3,0.0665646954571429,13.4180293030492,"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+ D5/D6","ENST00000668273.1,ENST00000450592.6,ENST00000414849.6,ENST00000559596.6,ENST00000558582.5","ENST00000260359.10,ENST00000668273.1,ENST00000450592.6,ENST00000558123.5,ENST00000559046.5,ENST00000558582.5,ENST00000414849.6,ENST00000559596.6","Medium Confidence"
"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+","F7/D6",3,-0.0153126409285714,-17.0787371480988,"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+ F7/D6","ENST00000668273.1,ENST00000450592.6,ENST00000414849.6,ENST00000559596.6,ENST00000558582.5","ENST00000260359.10,ENST00000668273.1,ENST00000450592.6,ENST00000558123.5,ENST00000559046.5,ENST00000558582.5,ENST00000414849.6,ENST00000559596.6","Medium Confidence"
"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+","M8/D6",3,-0.0180882516809524,-12.4075796524901,"ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+ M8/D6","ENST00000668273.1,ENST00000450592.6,ENST00000414849.6,ENST00000559596.6,ENST00000558582.5","ENST00000260359.10,ENST00000668273.1,ENST00000450592.6,ENST00000558123.5,ENST00000559046.5,ENST00000558582.5,ENST00000414849.6,ENST00000559596.6","Medium Confidence"
"ENSG00000137807.16;SE:chr15:69440487-69440768:69441079-69444790:+","M8/D6",3,0.0741182300666667,11.8207073223535,"ENSG00000137807.16;SE:chr15:69440487-69440768:69441079-69444790:+ M8/D6","ENST00000260363.9,ENST00000679126.1,ENST00000647715.1","ENST00000260363.9,ENST00000679126.1,ENST00000352331.8,ENST00000647715.1,ENST00000558585.5","Medium Confidence"
"ENSG00000137814.12;SE:chr15:42548965-42558198:42558290-42559339:+","D5/D6",2,0.0432365603428572,3.46724581392172,"ENSG00000137814.12;SE:chr15:42548965-42558198:42558290-42559339:+ D5/D6","ENST00000562398.5,ENST00000260372.8,ENST00000564279.5,ENST00000570178.1","ENST00000568846.6,ENST00000568876.5,ENST00000562398.5,ENST00000564279.5,ENST00000570178.1,ENST00000391623.8,ENST00000260372.8","Low Confidence"
"ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:-","F7/D6",2,0.0337759137071428,21.8755420963372,"ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:- F7/D6","ENST00000569795.6,ENST00000616176.4,ENST00000260376.11,ENST00000287196.13,ENST00000565443.5,ENST00000419739.7","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000565443.5,ENST00000419739.7,ENST00000564610.5,ENST00000260376.11,ENST00000413097.6","Low Confidence"
"ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:-","M8/D6",2,0.05934281505,2.45740943446244,"ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:- M8/D6","ENST00000569795.6,ENST00000616176.4,ENST00000260376.11,ENST00000287196.13,ENST00000565443.5,ENST00000419739.7","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000565443.5,ENST00000419739.7,ENST00000564610.5,ENST00000260376.11,ENST00000413097.6","Low Confidence"
"ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:-","D5/D6",2,-0.0506789824,-19.6699162046091,"ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:- D5/D6","ENST00000569795.6,ENST00000616176.4,ENST00000287196.13,ENST00000567974.5,ENST00000544520.5,ENST00000419739.7,ENST00000567042.1","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000564610.5,ENST00000419739.7,ENST00000565443.5,ENST00000260376.11,ENST00000567440.5,ENST00000567042.1,ENST00000569890.1,ENST00000569972.5,ENST00000413097.6,ENST00000566831.5","Low Confidence"
"ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:-","F7/D6",2,0.0339935153785714,70.9564118205046,"ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:- F7/D6","ENST00000569795.6,ENST00000616176.4,ENST00000287196.13,ENST00000567974.5,ENST00000544520.5,ENST00000419739.7,ENST00000567042.1","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000564610.5,ENST00000419739.7,ENST00000565443.5,ENST00000260376.11,ENST00000567440.5,ENST00000567042.1,ENST00000569890.1,ENST00000569972.5,ENST00000413097.6,ENST00000566831.5","Low Confidence"
"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-","D5/D6",2,-0.00382282196428573,-177.530941031174,"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- D5/D6","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5","Low Confidence"
"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-","F7/D6",2,-0.0223805097928571,-3.35769681406268,"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- F7/D6","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5","Low Confidence"
"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-","M8/D6",2,-0.00359478245,-740.913181587069,"ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- M8/D6","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5","Low Confidence"
"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-","D5/D6",2,-0.0227751212714286,-63.2429373879282,"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- D5/D6","ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5","Low Confidence"
"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-","F7/D6",2,0.0188770100571429,6.58407704372632,"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- F7/D6","ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5","Low Confidence"
"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-","M8/D6",2,0.0445268292928571,74.565825991401,"ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- M8/D6","ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5","Low Confidence"
"ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:-","F7/D6",2,-0.0004324476357143,-5205.61438247776,"ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:- F7/D6","ENST00000260508.9,ENST00000370486.1","ENST00000260508.9,ENST00000370486.1,ENST00000370491.7","Low Confidence"
"ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:-","M8/D6",3,-0.0373362341333333,-26.937243423991,"ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:- M8/D6","ENST00000260508.9,ENST00000370486.1","ENST00000260508.9,ENST00000370486.1,ENST00000370491.7","Medium Confidence"
"ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+","D5/D6",2,-0.097995164557143,-10.8591716360461,"ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+ D5/D6","ENST00000495254.5","ENST00000472152.5,ENST00000495254.5","Low Confidence"
"ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+","M8/D6",2,0.0111512973714286,246.786626170094,"ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+ M8/D6","ENST00000495254.5","ENST00000472152.5,ENST00000495254.5","Low Confidence"
"ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+","D5/D6",2,-0.0447319363285714,-6.34175194657339,"ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+ D5/D6","ENST00000282412.9,ENST00000345249.8","ENST00000345249.8,ENST00000282412.9,ENST00000378551.6","Low Confidence"
