isoform,compare,Freq,fc,log2FC,uncertainty,isoform_compare,gene_id,gene_name,gene_type,transcript_name,transcript_type,transcript_length,exon_count,junction_count,classification
ENST00000359933,D5/D6,2,1.286699139,0.36363988,0.695323479,ENST00000359933.6 D5/D6,ENSG00000066739.12,ATG2B,protein_coding,ATG2B-202,protein_coding,13162,42,41,Low Confidence
ENST00000359943,D5/D6,4,0.591704833,-0.757531748,1.485720527,ENST00000359943.8 D5/D6,ENSG00000196937.11,FAM3C,protein_coding,FAM3C-201,protein_coding,2455,10,9,High Confidence
ENST00000359943,M8/D6,4,1.297720839,0.375855278,0.75763627,ENST00000359943.8 M8/D6,ENSG00000196937.11,FAM3C,protein_coding,FAM3C-201,protein_coding,2455,10,9,High Confidence
ENST00000359980,D5/D6,2,1.226054066,0.29402207,0.085675006,ENST00000359980.5 D5/D6,ENSG00000155256.18,ZFYVE27,protein_coding,ZFYVE27-203,protein_coding,2997,12,11,Low Confidence
ENST00000359995,M8/D6,3,0.889528564,-0.16903962,1.028379234,ENST00000359995.10 M8/D6,ENSG00000161547.17,SRSF2,protein_coding,SRSF2-202,protein_coding,1888,3,2,High Confidence
ENST00000360004,D5/D6,3,0.826507596,-0.275060903,1.052309202,ENST00000360004.6 D5/D6,ENSG00000196126.12,HLA-DRB1,protein_coding,HLA-DRB1-201,protein_coding,1223,6,5,High Confidence
ENST00000360004,F7/D6,3,0.603471869,-0.75440523,13.83261742,ENST00000360004.6 F7/D6,ENSG00000196126.12,HLA-DRB1,protein_coding,HLA-DRB1-201,protein_coding,1223,6,5,Low Confidence
ENST00000360004,M8/D6,3,0.702158692,-0.510548809,1.699092905,ENST00000360004.6 M8/D6,ENSG00000196126.12,HLA-DRB1,protein_coding,HLA-DRB1-201,protein_coding,1223,6,5,High Confidence
ENST00000360039,F7/D6,2,1.75395093,0.810433512,1.556912848,ENST00000360039.9 F7/D6,ENSG00000197093.11,GAL3ST4,protein_coding,GAL3ST4-201,protein_coding,2405,4,3,Low Confidence
ENST00000360051,M8/D6,2,0.773569696,-0.370501784,1.206265039,ENST00000360051.7 M8/D6,ENSG00000168385.18,SEPTIN2,protein_coding,SEPTIN2-201,protein_coding,3613,14,13,Low Confidence
ENST00000360067,M8/D6,4,1.223852781,0.2908547,1.646038638,ENST00000360067.8 M8/D6,ENSG00000104921.15,FCER2,protein_coding,FCER2-202,protein_coding,1482,10,9,High Confidence
ENST00000360079,D5/D6,3,1.050423747,0.069897154,2.742785287,ENST00000360079.8 D5/D6,ENSG00000196419.13,XRCC6,protein_coding,XRCC6-202,protein_coding,2122,13,12,Medium Confidence
ENST00000360110,F7/D6,3,1.394861356,0.478790194,3.01993932,ENST00000360110.9 F7/D6,ENSG00000072274.14,TFRC,protein_coding,TFRC-201,protein_coding,5012,19,18,Medium Confidence
ENST00000360110,M8/D6,3,0.777944577,-0.362263525,0.139537996,ENST00000360110.9 M8/D6,ENSG00000072274.14,TFRC,protein_coding,TFRC-201,protein_coding,5012,19,18,High Confidence
ENST00000360128,D5/D6,4,1.45987215,0.545744063,0.670964465,ENST00000360128.11 D5/D6,ENSG00000198042.11,MAK16,protein_coding,MAK16-201,protein_coding,3561,10,9,High Confidence
ENST00000360141,F7/D6,3,1.277127927,0.350699199,3.909870781,ENST00000360141.8 F7/D6,ENSG00000167851.15,CD300A,protein_coding,CD300A-202,protein_coding,1638,7,6,Low Confidence
ENST00000360141,M8/D6,4,1.508294546,0.589929357,3.680074765,ENST00000360141.8 M8/D6,ENSG00000167851.15,CD300A,protein_coding,CD300A-202,protein_coding,1638,7,6,Medium Confidence
ENST00000360150,D5/D6,3,1.264123675,0.336831401,3.037857902,ENST00000360150.9 D5/D6,ENSG00000087502.19,ERGIC2,protein_coding,ERGIC2-201,protein_coding,5033,14,13,Medium Confidence
ENST00000360150,M8/D6,2,0.894146767,-0.161421178,0.256359214,ENST00000360150.9 M8/D6,ENSG00000087502.19,ERGIC2,protein_coding,ERGIC2-201,protein_coding,5033,14,13,Low Confidence
ENST00000360156,M8/D6,3,2.016108762,1.011391678,1.126631451,ENST00000360156.11 M8/D6,ENSG00000125354.24,SEPTIN6,protein_coding,SEPTIN6-204,protein_coding,2609,11,10,High Confidence
ENST00000360190,D5/D6,2,1.298460134,0.375939135,3.456996778,ENST00000360190.8 D5/D6,ENSG00000136861.19,CDK5RAP2,protein_coding,CDK5RAP2-202,protein_coding,5985,37,36,Medium Confidence
ENST00000360240,D5/D6,2,1.090761212,0.125010687,2.121110885,ENST00000360240.10 D5/D6,ENSG00000047849.22,MAP4,protein_coding,MAP4-202,protein_coding,5142,19,18,Medium Confidence
ENST00000360270,D5/D6,4,1.345824692,0.428432668,0.516666471,ENST00000360270.7 D5/D6,ENSG00000147065.18,MSN,protein_coding,MSN-201,protein_coding,3960,13,12,High Confidence
ENST00000360270,M8/D6,4,1.324778687,0.405544172,0.978316115,ENST00000360270.7 M8/D6,ENSG00000147065.18,MSN,protein_coding,MSN-201,protein_coding,3960,13,12,High Confidence
ENST00000360299,D5/D6,2,0.913367778,-0.130999708,1.925554138,ENST00000360299.10 D5/D6,ENSG00000111540.16,RAB5B,protein_coding,RAB5B-201,protein_coding,5273,6,5,Medium Confidence
ENST00000360384,D5/D6,3,1.144355302,0.194456498,0.736185216,ENST00000360384.9 D5/D6,ENSG00000165119.22,HNRNPK,protein_coding,HNRNPK-202,protein_coding,2038,17,16,High Confidence
ENST00000360426,D5/D6,2,0.834928508,-0.262227788,5.19893333,ENST00000360426.8 D5/D6,ENSG00000124214.21,STAU1,protein_coding,STAU1-203,protein_coding,3211,13,12,Low Confidence
ENST00000360458,M8/D6,2,0.827664603,-0.275399685,5.902875724,ENST00000360458.5 M8/D6,ENSG00000123562.18,MORF4L2,protein_coding,MORF4L2-201,protein_coding,1824,4,3,Low Confidence
ENST00000360472,D5/D6,3,0.774747801,-0.368431087,1.262052046,ENST00000360472.9 D5/D6,ENSG00000162734.13,PEA15,protein_coding,PEA15-201,protein_coding,2420,4,3,High Confidence
ENST00000360472,F7/D6,2,0.906428041,-0.141860874,1.317759704,ENST00000360472.9 F7/D6,ENSG00000162734.13,PEA15,protein_coding,PEA15-201,protein_coding,2420,4,3,Low Confidence
ENST00000360525,D5/D6,2,1.224840148,0.292143562,2.497039431,ENST00000360525.9 D5/D6,ENSG00000185808.14,PIGP,protein_coding,PIGP-202,protein_coding,707,5,4,Medium Confidence
ENST00000360525,M8/D6,3,1.135407189,0.182889006,1.483553633,ENST00000360525.9 M8/D6,ENSG00000185808.14,PIGP,protein_coding,PIGP-202,protein_coding,707,5,4,High Confidence
ENST00000360541,D5/D6,4,1.256595211,0.327857886,2.741163267,ENST00000360541.10 D5/D6,ENSG00000120705.13,ETF1,protein_coding,ETF1-201,protein_coding,3682,11,10,Medium Confidence
ENST00000360547,D5/D6,3,0.474820805,-1.077830271,4.75804798,ENST00000360547.9 D5/D6,ENSG00000172349.19,IL16,protein_coding,IL16-202,nonsense_mediated_decay,5120,20,19,Low Confidence
ENST00000360547,F7/D6,3,0.611782511,-0.766226878,18.49957752,ENST00000360547.9 F7/D6,ENSG00000172349.19,IL16,protein_coding,IL16-202,nonsense_mediated_decay,5120,20,19,Low Confidence
ENST00000360568,M8/D6,2,0.410713994,-1.286374001,5.97516932,ENST00000360568.8 M8/D6,ENSG00000072682.20,P4HA2,protein_coding,P4HA2-202,protein_coding,4547,15,14,Low Confidence
ENST00000360579,F7/D6,2,0.861988606,-0.214296551,0.718651432,ENST00000360579.11 F7/D6,ENSG00000111237.19,VPS29,protein_coding,VPS29-201,protein_coding,1091,5,4,Low Confidence
ENST00000360579,M8/D6,3,0.75298572,-0.409473605,1.07920104,ENST00000360579.11 M8/D6,ENSG00000111237.19,VPS29,protein_coding,VPS29-201,protein_coding,1091,5,4,High Confidence
ENST00000360586,D5/D6,2,1.207314576,0.271203012,2.880136284,ENST00000360586.8 D5/D6,ENSG00000198554.12,WDHD1,protein_coding,WDHD1-201,protein_coding,6019,26,25,Medium Confidence
ENST00000360596,D5/D6,3,0.66351262,-0.601491193,8.178918247,ENST00000360596.7 D5/D6,ENSG00000131069.20,ACSS2,protein_coding,ACSS2-202,protein_coding,2885,18,17,Low Confidence
ENST00000360596,M8/D6,3,0.686657015,-0.546397243,5.231468407,ENST00000360596.7 M8/D6,ENSG00000131069.20,ACSS2,protein_coding,ACSS2-202,protein_coding,2885,18,17,Low Confidence
ENST00000360614,D5/D6,2,1.254021211,0.322890439,7.125018852,ENST00000360614.8 D5/D6,ENSG00000196365.12,LONP1,protein_coding,LONP1-201,protein_coding,3092,18,17,Low Confidence
ENST00000360614,M8/D6,2,0.821589597,-0.283621042,1.239649818,ENST00000360614.8 M8/D6,ENSG00000196365.12,LONP1,protein_coding,LONP1-201,protein_coding,3092,18,17,Low Confidence
ENST00000360632,F7/D6,2,1.847254227,0.883780344,4.710093109,ENST00000360632.8 F7/D6,ENSG00000018408.15,WWTR1,protein_coding,WWTR1-201,protein_coding,5037,7,6,Low Confidence
ENST00000360658,D5/D6,3,0.705921853,-0.503440785,2.673368069,ENST00000360658.3 D5/D6,ENSG00000239732.4,TLR9,protein_coding,TLR9-201,protein_coding,3352,2,1,Medium Confidence
ENST00000360658,M8/D6,3,1.605290371,0.679967211,4.519861897,ENST00000360658.3 M8/D6,ENSG00000239732.4,TLR9,protein_coding,TLR9-201,protein_coding,3352,2,1,Low Confidence
ENST00000360760,F7/D6,3,0.221458963,-2.197077996,12.79281804,ENST00000360760.9 F7/D6,ENSG00000196141.14,SPATS2L,protein_coding,SPATS2L-202,protein_coding,2119,12,11,Low Confidence
ENST00000360793,F7/D6,3,2.072800264,1.045228591,6.717255128,ENST00000360793.8 F7/D6,ENSG00000008283.16,CYB561,protein_coding,CYB561-201,protein_coding,2929,6,5,Low Confidence
ENST00000360803,D5/D6,3,1.29452612,0.370470857,3.722048982,ENST00000360803.9 D5/D6,ENSG00000107937.19,GTPBP4,protein_coding,GTPBP4-202,protein_coding,4656,17,16,Low Confidence
ENST00000360803,F7/D6,3,0.843083085,-0.250022811,5.018719593,ENST00000360803.9 F7/D6,ENSG00000107937.19,GTPBP4,protein_coding,GTPBP4-202,protein_coding,4656,17,16,Low Confidence
ENST00000360803,M8/D6,3,0.804679666,-0.318779529,5.909828425,ENST00000360803.9 M8/D6,ENSG00000107937.19,GTPBP4,protein_coding,GTPBP4-202,protein_coding,4656,17,16,Low Confidence
ENST00000360816,F7/D6,2,0.849426574,-0.235480575,0.760535134,ENST00000360816.8 F7/D6,ENSG00000196227.11,FAM217B,protein_coding,FAM217B-202,protein_coding,5086,4,3,Low Confidence
ENST00000360816,M8/D6,2,0.800619428,-0.320878152,0.961443712,ENST00000360816.8 M8/D6,ENSG00000196227.11,FAM217B,protein_coding,FAM217B-202,protein_coding,5086,4,3,Low Confidence
ENST00000360840,D5/D6,3,1.128991379,0.175000427,0.486134806,ENST00000360840.9 D5/D6,ENSG00000116221.15,MRPL37,protein_coding,MRPL37-202,protein_coding,1483,7,6,High Confidence
ENST00000360844,D5/D6,2,0.830454632,-0.26803377,0.312200216,ENST00000360844.7 D5/D6,ENSG00000254415.4,SIGLEC14,protein_coding,SIGLEC14-201,protein_coding,5134,7,6,Low Confidence
ENST00000360844,F7/D6,2,1.875645134,0.90669778,3.090093219,ENST00000360844.7 F7/D6,ENSG00000254415.4,SIGLEC14,protein_coding,SIGLEC14-201,protein_coding,5134,7,6,Medium Confidence
ENST00000360851,M8/D6,3,1.761641814,0.798649323,11.60566439,ENST00000360851.4 M8/D6,ENSG00000143344.16,RGL1,protein_coding,RGL1-202,protein_coding,4725,18,17,Low Confidence
ENST00000360876,D5/D6,3,1.605346217,0.682086243,2.368437271,ENST00000360876.9 D5/D6,ENSG00000106263.19,EIF3B,protein_coding,EIF3B-201,protein_coding,3096,19,18,Medium Confidence
ENST00000360909,D5/D6,2,0.58712281,-0.768268099,0.179016713,ENST00000360909.8 D5/D6,ENSG00000100592.16,DAAM1,protein_coding,DAAM1-201,protein_coding,5890,25,24,Low Confidence
ENST00000360938,D5/D6,2,2.237224988,1.161467079,1.836266565,ENST00000360938.8 D5/D6,ENSG00000157557.13,ETS2,protein_coding,ETS2-202,protein_coding,3668,10,9,Medium Confidence
ENST00000360981,D5/D6,3,0.770996775,-0.375409178,1.191665198,ENST00000360981.8 D5/D6,ENSG00000244274.9,DBNDD2,protein_coding,DBNDD2-202,protein_coding,1078,4,3,High Confidence
ENST00000360981,M8/D6,3,1.526576701,0.609990049,1.461046855,ENST00000360981.8 M8/D6,ENSG00000244274.9,DBNDD2,protein_coding,DBNDD2-202,protein_coding,1078,4,3,High Confidence
ENST00000361006,D5/D6,2,1.364856945,0.44796511,3.297188979,ENST00000361006.9 D5/D6,ENSG00000139436.22,GIT2,protein_coding,GIT2-203,protein_coding,5444,19,18,Medium Confidence
ENST00000361006,M8/D6,3,0.642373504,-0.642754562,5.32533308,ENST00000361006.9 M8/D6,ENSG00000139436.22,GIT2,protein_coding,GIT2-203,protein_coding,5444,19,18,Low Confidence
ENST00000361050,D5/D6,2,0.570824038,-0.820886831,12.84698639,ENST00000361050.4 D5/D6,ENSG00000197629.6,MPEG1,protein_coding,MPEG1-201,protein_coding,4418,1,0,Low Confidence
ENST00000361055,D5/D6,2,1.208177159,0.272828143,0.231768,ENST00000361055.9 D5/D6,ENSG00000144744.17,UBA3,protein_coding,UBA3-202,protein_coding,2111,18,17,Low Confidence
ENST00000361059,D5/D6,2,1.616954192,0.693042322,1.81048619,ENST00000361059.7 D5/D6,ENSG00000280987.4,MATR3,protein_coding,MATR3-228,protein_coding,3970,18,17,Medium Confidence
ENST00000361070,D5/D6,2,1.149395479,0.200824205,0.841433303,ENST00000361070.9 D5/D6,ENSG00000168411.14,RFWD3,protein_coding,RFWD3-201,protein_coding,4948,13,12,Low Confidence
ENST00000361092,D5/D6,3,0.675778703,-0.566397574,2.668700847,ENST00000361092.9 D5/D6,ENSG00000106733.21,NMRK1,protein_coding,NMRK1-201,protein_coding,1754,9,8,Medium Confidence
ENST00000361092,F7/D6,3,0.708372442,-0.499349158,3.609963564,ENST00000361092.9 F7/D6,ENSG00000106733.21,NMRK1,protein_coding,NMRK1-201,protein_coding,1754,9,8,Medium Confidence
ENST00000361092,M8/D6,3,0.692789758,-0.531997483,4.195383315,ENST00000361092.9 M8/D6,ENSG00000106733.21,NMRK1,protein_coding,NMRK1-201,protein_coding,1754,9,8,Low Confidence
ENST00000361093,D5/D6,3,1.468680494,0.554206117,1.469270022,ENST00000361093.9 D5/D6,ENSG00000159131.17,GART,protein_coding,GART-201,protein_coding,2149,11,10,High Confidence
ENST00000361093,F7/D6,3,1.483229693,0.568235562,1.863934598,ENST00000361093.9 F7/D6,ENSG00000159131.17,GART,protein_coding,GART-201,protein_coding,2149,11,10,Medium Confidence
ENST00000361099,M8/D6,2,1.106180659,0.14551725,0.983469182,ENST00000361099.8 M8/D6,ENSG00000115415.21,STAT1,protein_coding,STAT1-201,protein_coding,4116,25,24,Low Confidence
ENST00000361101,D5/D6,3,0.801014505,-0.322495234,4.028815476,ENST00000361101.8 D5/D6,ENSG00000108669.17,CYTH1,protein_coding,CYTH1-201,protein_coding,3311,13,12,Low Confidence
ENST00000361114,F7/D6,4,0.763688294,-0.389012028,0.558861116,ENST00000361114.10 F7/D6,ENSG00000107745.20,MICU1,protein_coding,MICU1-201,protein_coding,2357,12,11,High Confidence
ENST00000361124,D5/D6,3,2.186462721,1.126568126,3.78233917,ENST00000361124.5 D5/D6,ENSG00000198885.10,ITPRIPL1,protein_coding,ITPRIPL1-201,protein_coding,4295,1,0,Low Confidence
ENST00000361138,D5/D6,3,1.226010444,0.29365781,1.480984022,ENST00000361138.7 D5/D6,ENSG00000198887.9,SMC5,protein_coding,SMC5-201,protein_coding,5949,25,24,High Confidence
ENST00000361143,F7/D6,2,1.171838198,0.228766908,0.299592358,ENST00000361143.10 F7/D6,ENSG00000114779.20,ABHD14B,protein_coding,ABHD14B-202,protein_coding,1657,4,3,Low Confidence
ENST00000361143,M8/D6,2,1.4704205,0.556089202,1.390988852,ENST00000361143.10 M8/D6,ENSG00000114779.20,ABHD14B,protein_coding,ABHD14B-202,protein_coding,1657,4,3,Low Confidence
ENST00000361147,D5/D6,3,0.359736643,-1.475527245,1.931527073,ENST00000361147.8 D5/D6,ENSG00000143603.19,KCNN3,protein_coding,KCNN3-203,protein_coding,1962,8,7,Medium Confidence
ENST00000361147,F7/D6,3,0.701110231,-0.512312133,0.419022597,ENST00000361147.8 F7/D6,ENSG00000143603.19,KCNN3,protein_coding,KCNN3-203,protein_coding,1962,8,7,High Confidence
ENST00000361147,M8/D6,3,0.636324825,-0.652206546,0.539238849,ENST00000361147.8 M8/D6,ENSG00000143603.19,KCNN3,protein_coding,KCNN3-203,protein_coding,1962,8,7,High Confidence
ENST00000361157,D5/D6,3,0.684383996,-0.54719746,0.722795904,ENST00000361157.11 D5/D6,ENSG00000126709.16,IFI6,protein_coding,IFI6-202,protein_coding,812,5,4,High Confidence
ENST00000361157,M8/D6,3,1.135078015,0.182359982,1.719362893,ENST00000361157.11 M8/D6,ENSG00000126709.16,IFI6,protein_coding,IFI6-202,protein_coding,812,5,4,High Confidence
ENST00000361162,F7/D6,2,0.783584913,-0.35187114,0.672929981,ENST00000361162.10 F7/D6,ENSG00000131051.24,RBM39,protein_coding,RBM39-203,protein_coding,2831,17,16,Low Confidence
ENST00000361162,M8/D6,3,0.786613179,-0.346278941,0.190033589,ENST00000361162.10 M8/D6,ENSG00000131051.24,RBM39,protein_coding,RBM39-203,protein_coding,2831,17,16,High Confidence
ENST00000361170,M8/D6,3,2.488744259,1.314098698,2.992348676,ENST00000361170.7 M8/D6,ENSG00000183856.11,IQGAP3,protein_coding,IQGAP3-201,protein_coding,6013,38,37,Medium Confidence
ENST00000361188,M8/D6,3,2.086560195,1.040156181,11.68678688,ENST00000361188.9 M8/D6,ENSG00000198901.14,PRC1,protein_coding,PRC1-201,protein_coding,4087,14,13,Low Confidence
ENST00000361189,D5/D6,3,0.788755154,-0.344552275,3.890781964,ENST00000361189.7 D5/D6,ENSG00000198961.10,PJA2,protein_coding,PJA2-201,protein_coding,4856,10,9,Low Confidence
ENST00000361219,D5/D6,2,1.239646421,0.309898343,0.648556908,ENST00000361219.11 D5/D6,ENSG00000142864.15,SERBP1,protein_coding,SERBP1-201,protein_coding,6681,8,7,Low Confidence
ENST00000361227,D5/D6,4,1.104596743,0.142112178,2.525015568,ENST00000361227.2 D5/D6,ENSG00000198840.2,MT-ND3,protein_coding,MT-ND3-201,protein_coding,346,1,0,Medium Confidence
ENST00000361234,D5/D6,3,1.232327088,0.301255255,0.94679452,ENST00000361234.10 D5/D6,ENSG00000170633.17,RNF34,protein_coding,RNF34-201,protein_coding,1986,6,5,High Confidence
ENST00000361234,M8/D6,3,0.874865218,-0.192929167,0.655915065,ENST00000361234.10 M8/D6,ENSG00000170633.17,RNF34,protein_coding,RNF34-201,protein_coding,1986,6,5,High Confidence
ENST00000361247,D5/D6,3,1.084261139,0.115229842,3.192821243,ENST00000361247.9 D5/D6,ENSG00000116584.22,ARHGEF2,protein_coding,ARHGEF2-203,protein_coding,4169,22,21,Medium Confidence
ENST00000361256,D5/D6,3,1.424147496,0.503256103,6.925125808,ENST00000361256.10 D5/D6,ENSG00000198917.13,SPOUT1,protein_coding,SPOUT1-201,protein_coding,4259,12,11,Low Confidence
ENST00000361272,D5/D6,2,1.205188149,0.269233616,0.5860588,ENST00000361272.9 D5/D6,ENSG00000198791.12,CNOT7,protein_coding,CNOT7-201,protein_coding,6890,7,6,Low Confidence
ENST00000361278,M8/D6,3,0.644178396,-0.635322785,2.418448102,ENST00000361278.7 M8/D6,ENSG00000136270.14,TBRG4,protein_coding,TBRG4-202,protein_coding,1917,9,8,Medium Confidence
ENST00000361288,M8/D6,2,1.481107718,0.56438115,5.636548582,ENST00000361288.9 M8/D6,ENSG00000064995.19,TAF11,protein_coding,TAF11-201,protein_coding,1849,5,4,Low Confidence
ENST00000361298,D5/D6,2,3.834200843,1.938899287,0.607507755,ENST00000361298.9 D5/D6,ENSG00000166681.14,BEX3,protein_coding,BEX3-201,protein_coding,810,3,2,Low Confidence
ENST00000361298,F7/D6,2,5.341724199,2.417267512,0.725580626,ENST00000361298.9 F7/D6,ENSG00000166681.14,BEX3,protein_coding,BEX3-201,protein_coding,810,3,2,Low Confidence
ENST00000361298,M8/D6,2,1.514842026,0.59879845,2.261138632,ENST00000361298.9 M8/D6,ENSG00000166681.14,BEX3,protein_coding,BEX3-201,protein_coding,810,3,2,Medium Confidence
ENST00000361309,D5/D6,2,2.075472379,1.052426279,3.746942205,ENST00000361309.6 D5/D6,ENSG00000196776.17,CD47,protein_coding,CD47-202,protein_coding,5292,11,10,Low Confidence
ENST00000361314,F7/D6,3,1.360408897,0.443454469,2.027938752,ENST00000361314.5 F7/D6,ENSG00000116157.6,GPX7,protein_coding,GPX7-201,protein_coding,1229,3,2,Medium Confidence
ENST00000361314,M8/D6,4,0.37588797,-1.412160339,1.570018229,ENST00000361314.5 M8/D6,ENSG00000116157.6,GPX7,protein_coding,GPX7-201,protein_coding,1229,3,2,High Confidence
ENST00000361354,M8/D6,2,1.702384535,0.76349265,7.495648169,ENST00000361354.9 M8/D6,ENSG00000061676.16,NCKAP1,protein_coding,NCKAP1-202,protein_coding,20332,31,30,Low Confidence
ENST00000361381,D5/D6,4,1.773576067,0.820262008,5.618700987,ENST00000361381.2 D5/D6,ENSG00000198886.2,MT-ND4,protein_coding,MT-ND4-201,protein_coding,1378,1,0,Low Confidence
ENST00000361381,F7/D6,4,1.323993083,0.400379906,4.698961148,ENST00000361381.2 F7/D6,ENSG00000198886.2,MT-ND4,protein_coding,MT-ND4-201,protein_coding,1378,1,0,Low Confidence
ENST00000361390,D5/D6,4,1.861298866,0.893209161,3.85722322,ENST00000361390.2 D5/D6,ENSG00000198888.2,MT-ND1,protein_coding,MT-ND1-201,protein_coding,956,1,0,Low Confidence
ENST00000361390,F7/D6,3,1.317549026,0.397280324,1.989990364,ENST00000361390.2 F7/D6,ENSG00000198888.2,MT-ND1,protein_coding,MT-ND1-201,protein_coding,956,1,0,Medium Confidence
ENST00000361413,D5/D6,2,1.336116989,0.418036689,0.36565263,ENST00000361413.8 D5/D6,ENSG00000198920.11,KIAA0753,protein_coding,KIAA0753-201,protein_coding,4647,19,18,Low Confidence
ENST00000361421,D5/D6,3,0.111738154,-3.16921967,7.297916101,ENST00000361421.2 D5/D6,ENSG00000198846.6,TOX,protein_coding,TOX-201,protein_coding,4076,9,8,Low Confidence
ENST00000361421,M8/D6,3,0.263936662,-1.927606048,6.500301582,ENST00000361421.2 M8/D6,ENSG00000198846.6,TOX,protein_coding,TOX-201,protein_coding,4076,9,8,Low Confidence
ENST00000361424,M8/D6,3,0.613192075,-0.706148235,1.973731282,ENST00000361424.6 M8/D6,ENSG00000174123.11,TLR10,protein_coding,TLR10-202,protein_coding,3484,2,1,Medium Confidence
ENST00000361427,D5/D6,2,0.955144563,-0.066235101,0.601634948,ENST00000361427.6 D5/D6,ENSG00000198830.11,HMGN2,protein_coding,HMGN2-201,protein_coding,1940,6,5,Low Confidence
ENST00000361427,F7/D6,3,0.910017567,-0.138664588,4.327372146,ENST00000361427.6 F7/D6,ENSG00000198830.11,HMGN2,protein_coding,HMGN2-201,protein_coding,1940,6,5,Low Confidence
ENST00000361427,M8/D6,3,1.27671778,0.351405255,2.699979591,ENST00000361427.6 M8/D6,ENSG00000198830.11,HMGN2,protein_coding,HMGN2-201,protein_coding,1940,6,5,Medium Confidence
ENST00000361439,M8/D6,4,0.699359966,-0.516334864,1.416316491,ENST00000361439.9 M8/D6,ENSG00000169189.17,NSMCE1,protein_coding,NSMCE1-201,protein_coding,1042,8,7,High Confidence
ENST00000361441,F7/D6,2,0.87048216,-0.200130393,0.485872717,ENST00000361441.5 F7/D6,ENSG00000244509.4,APOBEC3C,protein_coding,APOBEC3C-201,protein_coding,2644,4,3,Low Confidence
ENST00000361453,D5/D6,4,1.847583534,0.885218019,1.382707455,ENST00000361453.3 D5/D6,ENSG00000198763.3,MT-ND2,protein_coding,MT-ND2-201,protein_coding,1042,1,0,High Confidence
ENST00000361475,M8/D6,2,1.901753658,0.9273296,0.103978431,ENST00000361475.7 M8/D6,ENSG00000198959.12,TGM2,protein_coding,TGM2-201,protein_coding,4970,13,12,Low Confidence
ENST00000361479,D5/D6,2,0.88331836,-0.17903251,0.724967409,ENST00000361479.10 D5/D6,ENSG00000196199.14,MPHOSPH8,protein_coding,MPHOSPH8-201,protein_coding,4239,14,13,Low Confidence
ENST00000361505,M8/D6,2,0.506760507,-0.980771963,1.432139029,ENST00000361505.10 M8/D6,ENSG00000198805.13,PNP,protein_coding,PNP-201,protein_coding,1477,6,5,Low Confidence
ENST00000361507,F7/D6,2,1.553486898,0.635490498,0.520931254,ENST00000361507.5 F7/D6,ENSG00000033327.13,GAB2,protein_coding,GAB2-202,protein_coding,6110,10,9,Low Confidence
ENST00000361521,D5/D6,3,1.320926471,0.401517827,0.472839715,ENST00000361521.9 D5/D6,ENSG00000097021.21,ACOT7,protein_coding,ACOT7-201,protein_coding,1806,9,8,High Confidence
ENST00000361521,F7/D6,3,1.305773784,0.384415636,1.836985787,ENST00000361521.9 F7/D6,ENSG00000097021.21,ACOT7,protein_coding,ACOT7-201,protein_coding,1806,9,8,Medium Confidence
ENST00000361531,M8/D6,3,0.754970796,-0.405748358,1.290716921,ENST00000361531.6 M8/D6,ENSG00000143314.12,MRPL24,protein_coding,MRPL24-201,protein_coding,883,6,5,High Confidence
ENST00000361538,D5/D6,3,1.254444064,0.326826637,1.234591417,ENST00000361538.6 D5/D6,ENSG00000198721.13,ECI2,protein_coding,ECI2-201,protein_coding,1380,10,9,High Confidence
ENST00000361538,F7/D6,3,1.525725112,0.609487851,0.223352923,ENST00000361538.6 F7/D6,ENSG00000198721.13,ECI2,protein_coding,ECI2-201,protein_coding,1380,10,9,High Confidence
ENST00000361538,M8/D6,2,1.20776764,0.272324286,0.508307483,ENST00000361538.6 M8/D6,ENSG00000198721.13,ECI2,protein_coding,ECI2-201,protein_coding,1380,10,9,Low Confidence
ENST00000361546,D5/D6,3,1.791125113,0.831750645,7.715447815,ENST00000361546.6 D5/D6,ENSG00000143569.19,UBAP2L,protein_coding,UBAP2L-203,protein_coding,3864,26,25,Low Confidence
ENST00000361556,D5/D6,2,0.90129662,-0.150534221,2.902859364,ENST00000361556.9 D5/D6,ENSG00000117859.19,OSBPL9,protein_coding,OSBPL9-201,protein_coding,2721,20,19,Medium Confidence
ENST00000361564,M8/D6,4,0.740196653,-0.434081851,0.536447666,ENST00000361564.9 M8/D6,ENSG00000198856.13,OSTC,protein_coding,OSTC-201,protein_coding,1062,4,3,High Confidence
ENST00000361567,D5/D6,3,1.236557918,0.304273633,3.805562767,ENST00000361567.2 D5/D6,ENSG00000198786.2,MT-ND5,protein_coding,MT-ND5-201,protein_coding,1812,1,0,Low Confidence
ENST00000361567,F7/D6,3,1.30575666,0.384841196,0.556736924,ENST00000361567.2 F7/D6,ENSG00000198786.2,MT-ND5,protein_coding,MT-ND5-201,protein_coding,1812,1,0,High Confidence
ENST00000361580,D5/D6,3,0.658563933,-0.602916545,1.476943767,ENST00000361580.7 D5/D6,ENSG00000075945.13,KIFAP3,protein_coding,KIFAP3-201,protein_coding,2954,20,19,High Confidence
ENST00000361611,D5/D6,2,1.146379338,0.197081774,0.194849227,ENST00000361611.11 D5/D6,ENSG00000100804.19,PSMB5,protein_coding,PSMB5-202,protein_coding,1044,3,2,Low Confidence
